Date,Close
1980-01-02,14.34000015258789
1980-01-03,14.270000457763672
1980-01-04,14.449999809265137
1980-01-07,14.489999771118164
1980-01-08,14.779999732971191
1980-01-09,14.800000190734863
1980-01-10,14.90999984741211
1980-01-11,14.90999984741211
1980-01-14,14.979999542236328
1980-01-15,15.079999923706055
1980-01-16,15.069999694824219
1980-01-17,15.020000457763672
1980-01-18,15.069999694824219
1980-01-21,15.210000038146973
1980-01-22,15.140000343322754
1980-01-23,15.399999618530273
1980-01-24,15.430000305175781
1980-01-25,15.420000076293945
1980-01-28,15.600000381469727
1980-01-29,15.489999771118164
1980-01-30,15.649999618530273
1980-01-31,15.510000228881836
1980-02-01,15.649999618530273
1980-02-04,15.569999694824219
1980-02-05,15.619999885559082
1980-02-06,15.770000457763672
1980-02-07,15.850000381469727
1980-02-08,16.09000015258789
1980-02-11,15.979999542236328
1980-02-12,16.079999923706055
1980-02-13,16.15999984741211
1980-02-14,15.930000305175781
1980-02-15,15.760000228881836
1980-02-19,15.649999618530273
1980-02-20,15.90999984741211
1980-02-21,15.75
1980-02-22,15.710000038146973
1980-02-25,15.510000228881836
1980-02-26,15.600000381469727
1980-02-27,15.390000343322754
1980-02-28,15.380000114440918
1980-02-29,15.569999694824219
1980-03-03,15.40999984741211
1980-03-04,15.460000038146973
1980-03-05,15.239999771118164
1980-03-06,14.899999618530273
1980-03-07,14.670000076293945
1980-03-10,14.630000114440918
1980-03-11,14.800000190734863
1980-03-12,14.680000305175781
1980-03-13,14.510000228881836
1980-03-14,14.479999542236328
1980-03-17,14.050000190734863
1980-03-18,14.300000190734863
1980-03-19,14.329999923706055
1980-03-20,14.15999984741211
1980-03-21,14.0600004196167
1980-03-24,13.649999618530273
1980-03-25,13.640000343322754
1980-03-26,13.569999694824219
1980-03-27,13.6899995803833
1980-03-28,13.6899995803833
1980-03-31,13.880000114440918
1980-04-01,13.890000343322754
1980-04-02,13.960000038146973
1980-04-03,13.890000343322754
1980-04-07,13.619999885559082
1980-04-08,13.760000228881836
1980-04-09,14.020000457763672
1980-04-10,14.149999618530273
1980-04-11,14.109999656677246
1980-04-14,13.989999771118164
1980-04-15,13.970000267028809
1980-04-16,13.819999694824219
